title,creator,contributor,subject_local,subject_lcsh,description,normalized_date,dimension,genre,format,source_id,identifier,source_collection,copyright_status,rights_holder,filename
Corporate Propaganda Poured into Uncle Sam,Fred Wright,,"Businesses, Politics and Legislation",,"Executive pouring ""Corporate Propaganda"" into Uncle Sam's head.",1949/1984,"17"" x 11""",Original cartoon,Political cartoons,ue13.1.0067,,ue13.1,,,
"""Wealthy Companies Concession Hungry""",Fred Wright,,"Businesses, Contracts",,Executive pulling concessions out of a worker's back pocket.,1949/1984,"17"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0068,,ue13.1,,,
"""Energy Monopolies Behind Soaring Prices""",Fred Wright,,"Economy, Businesses",,Oil barrel with tenticles holding onto the U.S.A.'s other industries.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0069,,ue13.1,,,
"""The Reagan Tax Cut Proposal""",Fred Wright,,Taxation,,President Reagan as a cowboy dangling a bone in front of a family while handing money to an executive pig.,1981/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0070,,ue13.1,,,
Congress Hypnotizing Workers,Fred Wright,,"Taxation, Politics and Legislation",,Congress hypnotizing a worker while handing tax cuts to an executive.,1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0071,,ue13.1,,,
"""Who Invited You?""",Fred Wright,,Taxation,,President Reagan scolding a family while handing tax cuts to an executive.,1981/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0072,,ue13.1,,,
Executive Breaking Bridge,Fred Wright,,"Economy, Profits",,Executive with profits breaking a bridge while people fall into bankruptcy.,1963-01-29,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0073,,ue13.1,,,
"""Reagan Sharpens Scalpel For Elderly Health Cuts""",Fred Wright,,"Health and Safety, Politics and Government",,"President Reagan dressed as a doctoer with cowboy boots and a cleaver labeled ""Health Cuts"".",1981/1984,"15"" x 11""",Original cartoon,Political cartoons,ue13.1.0074,,ue13.1,,,
"""The Winnah!""",Fred Wright,,"Economy, Politics and Legislation",,"President Reagan hits a worker with an oil barrel labeled ""Decontol"" while Big Oil holds a sign stating ""Up With Prices.""",1981/1984,"17"" x 11""",Original cartoon,Political cartoons,ue13.1.0075,,ue13.1,,,
Worker Paying for Insurance,Fred Wright,,"Businesses, Health and Safety",,Worker paying bosses while insurance and dug companies stand in the shadows.,1949/1984,"15"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0076,,ue13.1,,,
"""The Sinking Dollar""",Fred Wright,,Economy,,Family standing on a dollar bill sinking in inflation.,1969/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0077a,,ue13.1,,,
Dictatorship Puzzle,Fred Wright,,Politics and Legislation,,"Pencil sketch of President Nixon putting the last piece in a puzzle that spells ""Dictatorship.""",1969/1974,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0077b,,ue13.1,,,
Capitalist Swallowing Dollar Bill,Fred Wright,,"Economy, Profits",,Executive representing inflation swallowing a dollar bill as his stomach grows with profits.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0078a,,ue13.1,,,
Labor Day 1973 Picnic,Fred Wright,,Holidays,,Pencil sketch of worker and child going to a Labor Day picnic.,1973,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0078b,,ue13.1,,,
Average Factory Wage Versus Family of Four Moderate Budget,Fred Wright,,"Economy, Wages",,Family stands atop their income while the Bureau of Labor Statistics moderate budget floats away.,1979,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0079,,ue13.1,,,
"""New Assault on Worker Rights By Reagan NLRB""",Fred Wright,,Politics and Legislation,,"NLRB handing Management, who is holding down a worker, a gavel representing recent decisions.",1981/1984,"17"" x 11""",Original cartoon,Political cartoons,ue13.1.0080a,,ue13.1,,,
"""Recent NLRB Decisions""",Fred Wright,,Politics and Legislation,,Pencil sketch of Management holding down a worker while holding a gavel representing recent NLRB decisions.,1981/1984,"17"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0080b,,ue13.1,,,
"""Okay, Gang, Let's Go To Work!""",Fred Wright,,Politics and Legislation,,Politicians taking a vacation.,1949/1984,"14"" x 10""",Original cartoon,Political cartoons,ue13.1.0081,,ue13.1,,,
"""See What a Tiny Piece of Profit Poor Old Grammaw Gets on Each Sales Dollar?""",Fred Wright,Bob Ward,Profits,,Big Business as the Big Bad Wolf explaining profits to Little Red Riding Hood.,1962-09-26,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0082a,,ue13.1,,,
"""But Grammaw What Big Sales You Have!""",Fred Wright,Bob Ward,Profits,,Big Business as the Big Bad Wolf explaining profits to Little Red Riding Hood.,1962-09-26,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0082b,,ue13.1,,,
"""96th Congress Convenes""",Fred Wright,,Politics and Legislation,,Congress with list of labor's goals.,1979/1981,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0083,,ue13.1,,,
"""More Money?""",Fred Wright,,"Businesses, Wages",,Greenfield Tap and Die executive scolding workers that want more money.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0084,,ue13.1,,,
"""Strike-breaking Load""",Fred Wright,,"Strikes, Health and Safety",,Striking worker with medical expenses on his back.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0085,,ue13.1,,,
"""Chronic Myopia""",Fred Wright,,Profits,,Big Business taking an eye exam.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0086,,ue13.1,,,
Worker Hanging from Taxes,Fred Wright,,Taxation,,Worker hanging from a noose from taxes.,1969-04-17,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0087,,ue13.1,,,
"""Crime in the Streets""",Fred Wright,,Profits,,Congress pleading with Price Gougers as they rob a family.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0088,,ue13.1,,,
"""And Away We Go!""",Fred Wright,,Profits,,"Executive in a ""Profits"" hot air ballon dumping workers out of a bag.",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0089,,ue13.1,,,
Capitalist and Workers on Scale,Fred Wright,,Profits,,Capitalist on one end of a scale and workers on the other.,1949/1984,"8"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0090,,ue13.1,,,
Capitalist and Cow Crushing Worker,Fred Wright,,Profits,,Executive milking record profits from a cow that is crushing a worker.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0091,,ue13.1,,,
Cow Grabbing Wages from Worker,Fred Wright,,Profits,,Executive milking profits from a cow that is crushing a worker and grabbing his wages.,1949/1984,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0092,,ue13.1,,,
"""Attacks on Social Programs""",Fred Wright,,Politics and Legislation,,President Reagan's arm holding an ax representing attacks on social programs.,1981/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0093,,ue13.1,,,
"""Quit Your Squawking!""",Fred Wright,,"Economy, War",,"""War Scare Price Gougers"" robbing a consumer.",1956-11-16,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0094,,ue13.1,,,
"""One Hour in Every Eight Goes to Support Wars, Past and Present""",Fred Wright,,"War, Economy",,Cold War taking money from the pocket of a worker.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0095,,ue13.1,,,
"""The Big Squeeze""",Fred Wright,,"Taxation, Economy",,Taxes and Prices wringing a worker over a bucket of profits.,1969-09-24,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0096,,ue13.1,,,
"""Make Up That 6 Cent Raise, Work Faster!""",Fred Wright,,"Average Work Day, Wages",,Worker with pay walking toward boss with sign.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0097,,ue13.1,,,
Uncle Sam Pouring Taxes,Fred Wright,,Taxation,,Uncle Sam pouring taxes onto people while a capitalist sits on money under a roof.,1949/1984,"11"" x 10""",Original cartoon,Editorial cartoons,ue13.1.0098,,ue13.1,,,
The Costs of Unemployment,Fred Wright,,Unemployment,,Labor showing Money Managers and Politicos that it costs less to keep a worker employed.,1977/1984,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0099,,ue13.1,,,
Two Nixons Hammering and Kicking Worker,Fred Wright,,Economy,,President Nixon hitting a worker with job cuts and price hikes.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0100,,ue13.1,,,
"""Sharing the Load""",Fred Wright,,Taxation,,Labor carrying taxes for capitalist.,1949/1984,"15"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0101,,ue13.1,,,
"""Secretary of Treasury Anderson Says 'Steady As You Go' Attitude Toward Recession is Called For""",Fred Wright,,"Economy, Politics and Legislation",,News Note cartoon with Secretary of Treasury Robert Anderson and President Eisenhower controlling rollercoaster.,1957/1961,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0102,,ue13.1,,,
"""Monopolist!""",Fred Wright,,Businesses,,General Electric scolding a local barber.,1949/1984,"15"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0103,,ue13.1,,,
"""See, We're Making Free Enterprise Work!""",Fred Wright,,"Profits, Politics and Legislation",,President Eisenhower standing on the shoulders of American public debt while holding up corporate profits.,1959-06-29,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0104,,ue13.1,,,
Uncle Sam Pouring Tax Cuts,Fred Wright,,Taxation,,Uncle Sam taking money from a worker and giving it to a capitalist in the form of a tax cut.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0105a,,ue13.1,,,
Uncle Sam Pouring Tax Reduction,Fred Wright,,Taxation,,Pencil sketch of Uncle Sam giving a capitalist money in the form of a tax reduction.,1949/1984,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0105b,,ue13.1,,,
"""I Am Fighting Inflation!""",Fred Wright,,"Wages, Economy",,"Capitalist with money sitting on a worker with a picket sign stating ""Fair Wages For Workers.""",1949/1984,"17"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0106,,ue13.1,,,
"""I've Been Short Changed!""",Fred Wright,,Civil Rights,,"""Negro Worker"" asking for more money.",1949/1984,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0107,,ue13.1,,,
Worker with Ball and Chain,Fred Wright,,Civil Rights,,"African American worker tied to a ball and chain representing ""Money Power.""",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0108,,ue13.1,,,
"""For Whom?""",Fred Wright,,"Politics and Legislation, Economy",,"President Nixon holding a sign stating ""Happy Days Are Here Again"" while being held by a capitalist who is sitting on a worker.",1969/1974,"15"" x 11""",Original cartoon,Political cartoons,ue13.1.0109,,ue13.1,,,
Worker Caught in Spider Web,Fred Wright,,"Unemployment, Politics and Legislation, Economy",,Worker caught in a spider web of inflation and unemployment holding a newspaper quoting President Ford.,1974/1977,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0110,,ue13.1,,,
"""The Season's Greetings""",Fred Wright,,"Holidays, Unemployment, Economy",,Santa Claus dodging missiles in his sleigh.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0111,,ue13.1,,,
Nixon Mugging Worker,Fred Wright,,"Unemployment, Economy, Politics and Legislation",,President Nixon holding a knife to a worker's throat while taking money from his back pocket.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0112,,ue13.1,,,
"""Didn't Slow Us Up One Bit!""",Fred Wright,,"Unemployment, Profits",,"""Business Boom"" car running over the jobless with record breaking profits in the trunk.",1964-11-19,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0113,,ue13.1,,,
McCarthy Subpoenaing Robin Hood,Fred Wright,,Red Scare,,Senator Joseph McCarthy serving Robin Hood a subpeona to appear before Congress regarding Communist affiliation.,1947/1957,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0115,,ue13.1,,,
"""I Can't Seem to Make Up My Mind and I've Got a Splitting Headache!""",Fred Wright,,"Politics and Legislation, Red Scare",,Elephant visiting a psychologist being hit on the head by mallets wielded by Senator Joseph McCarthy and Vice President Richard Nixon.,1953/1957,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0116,,ue13.1,,,
